InvoiceNo,StockCode,Description,InvoiceDate,Quantity,UnitPrice,TotalSales,CustomerID,Country,InvoiceDateOnly,SalesYear,SalesMonth,YearMonth,DayOfWeek,InvoiceHour
536382,22839,3 TIER CAKE TIN GREEN AND CREAM,2010-12-01 09:45:00.000000 UTC,2,14.95,29.9,16098,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536382,21832,CHOCOLATE CALCULATOR,2010-12-01 09:45:00.000000 UTC,12,1.65,19.8,16098,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536382,22381,TOY TIDY PINK POLKADOT,2010-12-01 09:45:00.000000 UTC,50,1.85,92.5,16098,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
C536383,35004C,SET OF 3 COLOURED  FLYING DUCKS,2010-12-01 09:49:00.000000 UTC,-1,4.65,-4.65,15311,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22469,HEART OF WICKER SMALL,2010-12-01 09:53:00.000000 UTC,40,1.45,58.0,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22189,CREAM HEART CARD HOLDER,2010-12-01 09:53:00.000000 UTC,4,3.95,15.8,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22464,HANGING METAL HEART LANTERN,2010-12-01 09:53:00.000000 UTC,12,1.65,19.8,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22470,HEART OF WICKER LARGE,2010-12-01 09:53:00.000000 UTC,40,2.55,102.0,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22224,WHITE LOVEBIRD LANTERN,2010-12-01 09:53:00.000000 UTC,6,2.95,17.7,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22457,NATURAL SLATE HEART CHALKBOARD,2010-12-01 09:53:00.000000 UTC,12,2.95,35.4,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,2010-12-01 09:53:00.000000 UTC,3,6.45,19.35,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,21324,HANGING MEDINA LANTERN SMALL,2010-12-01 09:53:00.000000 UTC,6,2.95,17.7,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2010-12-01 09:53:00.000000 UTC,2,12.75,25.5,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22424,ENAMEL BREAD BIN CREAM,2010-12-01 09:53:00.000000 UTC,8,10.95,87.6,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22428,ENAMEL FIRE BUCKET CREAM,2010-12-01 09:53:00.000000 UTC,6,6.95,41.7,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,2010-12-01 09:53:00.000000 UTC,48,0.65,31.2,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536384,22427,ENAMEL FLOWER JUG CREAM,2010-12-01 09:53:00.000000 UTC,3,5.95,17.85,18074,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,22168,ORGANISER WOOD ANTIQUE WHITE,2010-12-01 09:56:00.000000 UTC,2,8.5,17.0,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,22960,JAM MAKING SET WITH JARS,2010-12-01 09:56:00.000000 UTC,6,4.25,25.5,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,2010-12-01 09:56:00.000000 UTC,12,1.25,15.0,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,2010-12-01 09:56:00.000000 UTC,1,19.95,19.95,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,22663,JUMBO BAG DOLLY GIRL DESIGN,2010-12-01 09:56:00.000000 UTC,10,1.95,19.5,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,22961,JAM MAKING SET PRINTED,2010-12-01 09:56:00.000000 UTC,12,1.45,17.4,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536385,22662,LUNCH BAG DOLLY GIRL DESIGN,2010-12-01 09:56:00.000000 UTC,10,1.65,16.5,17420,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536386,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2010-12-01 09:57:00.000000 UTC,100,1.65,165.0,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536386,85099B,JUMBO BAG RED RETROSPOT,2010-12-01 09:57:00.000000 UTC,100,1.65,165.0,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536386,84880,WHITE WIRE EGG HOLDER,2010-12-01 09:57:00.000000 UTC,36,4.95,178.2,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536387,21731,RED TOADSTOOL LED NIGHT LIGHT,2010-12-01 09:58:00.000000 UTC,432,1.25,540.0,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536387,22779,WOODEN OWLS LIGHT GARLAND,2010-12-01 09:58:00.000000 UTC,192,3.37,647.04,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536387,79321,CHILLI LIGHTS,2010-12-01 09:58:00.000000 UTC,192,3.82,733.44,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536387,22780,LIGHT GARLAND BUTTERFILES PINK,2010-12-01 09:58:00.000000 UTC,192,3.37,647.04,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536387,22466,FAIRY TALE COTTAGE NIGHTLIGHT,2010-12-01 09:58:00.000000 UTC,432,1.45,626.4,16029,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,21754,HOME BUILDING BLOCK WORD,2010-12-01 09:59:00.000000 UTC,3,5.95,17.85,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,21755,LOVE BUILDING BLOCK WORD,2010-12-01 09:59:00.000000 UTC,3,5.95,17.85,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,21411,GINGHAM HEART  DOORSTOP RED,2010-12-01 09:59:00.000000 UTC,3,4.25,12.75,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22922,FRIDGE MAGNETS US DINER ASSORTED,2010-12-01 09:59:00.000000 UTC,12,0.85,10.2,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22969,HOMEMADE JAM SCENTED CANDLES,2010-12-01 09:59:00.000000 UTC,12,1.45,17.4,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,21363,HOME SMALL WOOD LETTERS,2010-12-01 09:59:00.000000 UTC,3,4.95,14.85,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,21523,DOORMAT FANCY FONT HOME SWEET HOME,2010-12-01 09:59:00.000000 UTC,2,7.95,15.9,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,21115,ROSE CARAVAN DOORSTOP,2010-12-01 09:59:00.000000 UTC,4,6.75,27.0,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22318,FIVE HEART HANGING DECORATION,2010-12-01 09:59:00.000000 UTC,6,2.95,17.7,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22242,5 HOOK HANGER MAGIC TOADSTOOL,2010-12-01 09:59:00.000000 UTC,12,1.65,19.8,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22915,ASSORTED BOTTLE TOP  MAGNETS,2010-12-01 09:59:00.000000 UTC,12,0.42,5.04,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22464,HANGING METAL HEART LANTERN,2010-12-01 09:59:00.000000 UTC,12,1.65,19.8,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22469,HEART OF WICKER SMALL,2010-12-01 09:59:00.000000 UTC,12,1.65,19.8,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536388,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,2010-12-01 09:59:00.000000 UTC,12,0.85,10.2,16250,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,9
536389,22193,RED DINER WALL CLOCK,2010-12-01 10:03:00.000000 UTC,2,8.5,17.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22941,CHRISTMAS LIGHTS 10 REINDEER,2010-12-01 10:03:00.000000 UTC,6,8.5,51.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22191,IVORY DINER WALL CLOCK,2010-12-01 10:03:00.000000 UTC,2,8.5,17.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22196,SMALL HEART MEASURING SPOONS,2010-12-01 10:03:00.000000 UTC,24,0.85,20.4,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22195,LARGE HEART MEASURING SPOONS,2010-12-01 10:03:00.000000 UTC,24,1.65,39.6,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22726,ALARM CLOCK BAKELIKE GREEN,2010-12-01 10:03:00.000000 UTC,4,3.75,15.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,35004G,SET OF 3 GOLD FLYING DUCKS,2010-12-01 10:03:00.000000 UTC,4,6.35,25.4,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,21791,VINTAGE HEADS AND TAILS CARD GAME,2010-12-01 10:03:00.000000 UTC,12,1.25,15.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,85014B,RED RETROSPOT UMBRELLA,2010-12-01 10:03:00.000000 UTC,6,5.95,35.7,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,35004C,SET OF 3 COLOURED  FLYING DUCKS,2010-12-01 10:03:00.000000 UTC,6,5.45,32.7,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,21622,VINTAGE UNION JACK CUSHION COVER,2010-12-01 10:03:00.000000 UTC,8,4.95,39.6,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22192,BLUE DINER WALL CLOCK,2010-12-01 10:03:00.000000 UTC,2,8.5,17.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,85014A,BLACK/BLUE POLKADOT UMBRELLA,2010-12-01 10:03:00.000000 UTC,3,5.95,17.85,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536389,22727,ALARM CLOCK BAKELIKE RED,2010-12-01 10:03:00.000000 UTC,4,3.75,15.0,12431,Australia,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22963,JAM JAR WITH GREEN LID,2010-12-01 10:19:00.000000 UTC,48,0.72,34.56,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,21094,SET/6 RED SPOTTY PAPER PLATES,2010-12-01 10:19:00.000000 UTC,96,0.64,61.44,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2010-12-01 10:19:00.000000 UTC,2,8.5,17.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,21086,SET/6 RED SPOTTY PAPER CUPS,2010-12-01 10:19:00.000000 UTC,48,0.65,31.2,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2010-12-01 10:19:00.000000 UTC,144,0.64,92.16,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2010-12-01 10:19:00.000000 UTC,40,2.55,102.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,85099B,JUMBO BAG RED RETROSPOT,2010-12-01 10:19:00.000000 UTC,100,1.65,165.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22962,JAM JAR WITH PINK LID,2010-12-01 10:19:00.000000 UTC,48,0.72,34.56,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS,2010-12-01 10:19:00.000000 UTC,96,0.64,61.44,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22654,DELUXE SEWING KIT,2010-12-01 10:19:00.000000 UTC,40,4.95,198.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22961,JAM MAKING SET PRINTED,2010-12-01 10:19:00.000000 UTC,12,1.45,17.4,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,21786,POLKADOT RAIN HAT,2010-12-01 10:19:00.000000 UTC,144,0.32,46.08,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2010-12-01 10:19:00.000000 UTC,24,3.39,81.36,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22968,ROSE COTTAGE KEEPSAKE BOX,2010-12-01 10:19:00.000000 UTC,8,8.5,68.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,20668,DISCO BALL CHRISTMAS DECORATION,2010-12-01 10:19:00.000000 UTC,288,0.1,28.8,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-01 10:19:00.000000 UTC,64,2.55,163.2,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22197,SMALL POPCORN HOLDER,2010-12-01 10:19:00.000000 UTC,100,0.72,72.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22174,PHOTO CUBE,2010-12-01 10:19:00.000000 UTC,48,1.48,71.04,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22969,HOMEMADE JAM SCENTED CANDLES,2010-12-01 10:19:00.000000 UTC,96,1.25,120.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22198,LARGE POPCORN HOLDER,2010-12-01 10:19:00.000000 UTC,50,1.45,72.5,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,21533,RETROSPOT LARGE MILK JUG,2010-12-01 10:19:00.000000 UTC,12,4.25,51.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,22960,JAM MAKING SET WITH JARS,2010-12-01 10:19:00.000000 UTC,12,3.75,45.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,21485,RETROSPOT HEART HOT WATER BOTTLE,2010-12-01 10:19:00.000000 UTC,24,4.25,102.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,2010-12-01 10:19:00.000000 UTC,24,3.75,90.0,17511,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,21484,CHICK GREY HOT WATER BOTTLE,2010-12-01 10:24:00.000000 UTC,-12,3.45,-41.4,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,21983,PACK OF 12 BLUE PAISLEY TISSUES,2010-12-01 10:24:00.000000 UTC,-24,0.29,-6.96,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,21984,PACK OF 12 PINK PAISLEY TISSUES,2010-12-01 10:24:00.000000 UTC,-24,0.29,-6.96,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,22557,PLASTERS IN TIN VINTAGE PAISLEY,2010-12-01 10:24:00.000000 UTC,-12,1.65,-19.8,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,22556,PLASTERS IN TIN CIRCUS PARADE,2010-12-01 10:24:00.000000 UTC,-12,1.65,-19.8,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,21980,PACK OF 12 RED RETROSPOT TISSUES,2010-12-01 10:24:00.000000 UTC,-24,0.29,-6.96,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
C536391,22553,PLASTERS IN TIN SKULLS,2010-12-01 10:24:00.000000 UTC,-24,1.65,-39.6,17548,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,21889,WOODEN BOX OF DOMINOES,2010-12-01 10:29:00.000000 UTC,12,1.25,15.0,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22150,3 STRIPEY MICE FELTCRAFT,2010-12-01 10:29:00.000000 UTC,6,1.95,11.7,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22502,PICNIC BASKET WICKER SMALL,2010-12-01 10:29:00.000000 UTC,4,5.95,23.8,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-01 10:29:00.000000 UTC,16,1.69,27.04,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2010-12-01 10:29:00.000000 UTC,1,165.0,165.0,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22338,STAR DECORATION PAINTED ZINC,2010-12-01 10:29:00.000000 UTC,24,0.65,15.6,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22128,PARTY CONES CANDY ASSORTED,2010-12-01 10:29:00.000000 UTC,12,1.25,15.0,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22127,PARTY CONES CARNIVAL ASSORTED,2010-12-01 10:29:00.000000 UTC,12,1.25,15.0,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,22619,SET OF 6 SOLDIER SKITTLES,2010-12-01 10:29:00.000000 UTC,4,3.75,15.0,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536392,21891,TRADITIONAL WOODEN SKIPPING ROPE,2010-12-01 10:29:00.000000 UTC,12,1.25,15.0,13705,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536393,22180,RETROSPOT LAMP,2010-12-01 10:37:00.000000 UTC,8,9.95,79.6,13747,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22558,CLOTHES PEGS RETROSPOT PACK 24,2010-12-01 10:39:00.000000 UTC,48,1.25,60.0,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22866,HAND WARMER SCOTTY DOG DESIGN,2010-12-01 10:39:00.000000 UTC,96,1.85,177.6,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22349,DOG BOWL CHASING BALL DESIGN,2010-12-01 10:39:00.000000 UTC,12,3.75,45.0,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,21506,"FANCY FONT BIRTHDAY CARD,",2010-12-01 10:39:00.000000 UTC,24,0.42,10.08,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,85152,HAND OVER THE CHOCOLATE   SIGN,2010-12-01 10:39:00.000000 UTC,12,2.1,25.2,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-01 10:39:00.000000 UTC,32,2.55,81.6,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22633,HAND WARMER UNION JACK,2010-12-01 10:39:00.000000 UTC,96,1.85,177.6,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22652,TRAVEL SEWING KIT,2010-12-01 10:39:00.000000 UTC,20,1.65,33.0,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22632,HAND WARMER RED RETROSPOT,2010-12-01 10:39:00.000000 UTC,96,1.85,177.6,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,22865,HAND WARMER OWL DESIGN,2010-12-01 10:39:00.000000 UTC,96,1.85,177.6,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536394,21485,RETROSPOT HEART HOT WATER BOTTLE,2010-12-01 10:39:00.000000 UTC,12,4.95,59.4,13408,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22866,HAND WARMER SCOTTY DOG DESIGN,2010-12-01 10:47:00.000000 UTC,48,2.1,100.8,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22729,ALARM CLOCK BAKELIKE ORANGE,2010-12-01 10:47:00.000000 UTC,8,3.75,30.0,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,21484,CHICK GREY HOT WATER BOTTLE,2010-12-01 10:47:00.000000 UTC,8,3.45,27.6,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-01 10:47:00.000000 UTC,24,0.55,13.2,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22726,ALARM CLOCK BAKELIKE GREEN,2010-12-01 10:47:00.000000 UTC,8,3.75,30.0,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22867,HAND WARMER BIRD DESIGN,2010-12-01 10:47:00.000000 UTC,48,2.1,100.8,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2010-12-01 10:47:00.000000 UTC,8,3.95,31.6,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,84991,60 TEATIME FAIRY CAKE CASES,2010-12-01 10:47:00.000000 UTC,24,0.55,13.2,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,84879,ASSORTED COLOUR BIRD ORNAMENT,2010-12-01 10:47:00.000000 UTC,32,1.69,54.08,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22188,BLACK HEART CARD HOLDER,2010-12-01 10:47:00.000000 UTC,8,3.95,31.6,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22727,ALARM CLOCK BAKELIKE RED,2010-12-01 10:47:00.000000 UTC,8,3.75,30.0,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,21314,SMALL GLASS HEART TRINKET POT,2010-12-01 10:47:00.000000 UTC,8,2.1,16.8,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,22730,ALARM CLOCK BAKELIKE IVORY,2010-12-01 10:47:00.000000 UTC,4,3.75,15.0,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536395,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-01 10:47:00.000000 UTC,24,0.55,13.2,13767,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-01 10:51:00.000000 UTC,6,2.55,15.3,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2010-12-01 10:51:00.000000 UTC,6,3.39,20.34,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,15056BL,EDWARDIAN PARASOL BLACK,2010-12-01 10:51:00.000000 UTC,6,4.95,29.7,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,21071,VINTAGE BILLBOARD DRINK ME MUG,2010-12-01 10:51:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2010-12-01 10:51:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2010-12-01 10:51:00.000000 UTC,6,4.25,25.5,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,21871,SAVE THE PLANET MUG,2010-12-01 10:51:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,82494L,WOODEN FRAME ANTIQUE WHITE,2010-12-01 10:51:00.000000 UTC,12,2.55,30.6,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,84406B,CREAM CUPID HEARTS COAT HANGER,2010-12-01 10:51:00.000000 UTC,8,2.75,22.0,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,22803,IVORY EMBROIDERED QUILT,2010-12-01 10:51:00.000000 UTC,2,35.75,71.5,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,22752,SET 7 BABUSHKA NESTING BOXES,2010-12-01 10:51:00.000000 UTC,2,7.65,15.3,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,71053,WHITE METAL LANTERN,2010-12-01 10:51:00.000000 UTC,6,3.39,20.34,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,82486,WOOD S/3 CABINET ANT WHITE FINISH,2010-12-01 10:51:00.000000 UTC,4,6.95,27.8,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,37370,RETRO COFFEE MUGS ASSORTED,2010-12-01 10:51:00.000000 UTC,6,1.06,6.36,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,20679,EDWARDIAN PARASOL RED,2010-12-01 10:51:00.000000 UTC,6,4.95,29.7,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,82482,WOODEN PICTURE FRAME WHITE FINISH,2010-12-01 10:51:00.000000 UTC,6,2.1,12.6,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2010-12-01 10:51:00.000000 UTC,2,4.95,9.9,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536396,84029E,RED WOOLLY HOTTIE WHITE HEART.,2010-12-01 10:51:00.000000 UTC,6,3.39,20.34,17850,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536397,35004C,SET OF 3 COLOURED  FLYING DUCKS,2010-12-01 10:51:00.000000 UTC,48,4.65,223.2,17924,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536397,35004B,SET OF 3 BLACK FLYING DUCKS,2010-12-01 10:51:00.000000 UTC,12,4.65,55.8,17924,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,21980,PACK OF 12 RED RETROSPOT TISSUES,2010-12-01 10:52:00.000000 UTC,24,0.29,6.96,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22637,PIGGY BANK RETROSPOT,2010-12-01 10:52:00.000000 UTC,8,2.55,20.4,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22865,HAND WARMER OWL DESIGN,2010-12-01 10:52:00.000000 UTC,12,2.1,25.2,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,22064,PINK DOUGHNUT TRINKET POT,2010-12-01 10:52:00.000000 UTC,12,1.65,19.8,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
536398,21479,WHITE SKULL HOT WATER BOTTLE,2010-12-01 10:52:00.000000 UTC,4,3.75,15.0,13448,United Kingdom,2010-12-01,2010,12,2010-12,Wednesday,10
